CUENTA;BILLING;NRO_FACTURA;SCH_START_DATE;SCH_END_DATE;BILL_NUMBER;ID_CONCEPTO;DESCRIPCION_CONCEPTO;CANTIDAD;MONTO_NETO;MONTO_IMPUESTOS;MONTO_TOTAL
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874063441";"50004";"Estab. Llamadas Minutos Libres Utilizados";"4";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874063441";"SC025";"Mensajes Persona a Persona";"9";"4,5";",95";"5,45";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874063441";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874063441";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874063441";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874623110";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874623110";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874623110";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874623110";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874623110";"BAM03";"BAM03";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874623110";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874623110";"AI046";"Abono Adelantado";"31";"240";"50,4";"290,4";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"50004";"Estab. Llamadas Minutos Libres Utilizados";"1,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"50019";"Minutos Libres Utilizados";"4,01";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"BBAGA";"Servicio BIS Blackberry AG Corpo/CO";"31";"120";"25,2";"145,2";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"BBPFA";"Bonificación Streaming Pack BB Corpo CO";"33";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"05436";"Estab. Llamadas Minutos Libres Utilizados";"2";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"05437";"Estab. Llamadas Minutos Libres Utilizados";"13,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"SA175";"Conexión Móvil";"33";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"SC025";"Mensajes Persona a Persona";"8";"4";",84";"4,84";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"05475";"Minutos Libres Utilizados";"2,09";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693414";"05476";"Minutos Libres Utilizados";"63,74";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"SA315";"Portal Móvil";"250";",03";",01";",04";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"05436";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"SC025";"Mensajes Persona a Persona";"5";"2,5";",53";"3,03";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693442";"05475";"Minutos Libres Utilizados";",83";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"SC025";"Mensajes Persona a Persona";"3";"1,5";",32";"1,82";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"SA315";"Portal Móvil";"107";",01";"0";",01";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"05436";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693447";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693450";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693450";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693450";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693450";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693450";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693450";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693450";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"05475";"Minutos Libres Utilizados";",01";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"05436";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"SC025";"Mensajes Persona a Persona";"4";"2";",42";"2,42";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"SA315";"Portal Móvil";"92";",01";"0";",01";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693463";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693466";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693466";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693466";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693466";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693466";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693466";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693466";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693468";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693468";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693468";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693468";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693468";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693468";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693468";"SA315";"Portal Móvil";"76";",01";"0";",01";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693468";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"SC025";"Mensajes Persona a Persona";"3";"1,5";",32";"1,82";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"05436";"Estab. Llamadas Minutos Libres Utilizados";"2,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"05437";"Estab. Llamadas Minutos Libres Utilizados";"3,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"05475";"Minutos Libres Utilizados";"11,93";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"05476";"Minutos Libres Utilizados";"4,84";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693480";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693489";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693489";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693489";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693489";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693489";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693489";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693489";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693489";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"50019";"Minutos Libres Utilizados";"13";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"50004";"Estab. Llamadas Minutos Libres Utilizados";"3";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"05476";"Minutos Libres Utilizados";"3,72";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"SC025";"Mensajes Persona a Persona";"11";"5,5";"1,16";"6,66";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"05437";"Estab. Llamadas Minutos Libres Utilizados";"6";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"05436";"Estab. Llamadas Minutos Libres Utilizados";"4,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693535";"05475";"Minutos Libres Utilizados";"2,18";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693543";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693543";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693543";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693543";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693543";"SC025";"Mensajes Persona a Persona";"3";"1,5";",32";"1,82";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693543";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693543";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693543";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"SEM02";"Pack 100 SMS";"31";"25";"5,25";"30,25";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"05437";"Estab. Llamadas Minutos Libres Utilizados";"11";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"05475";"Minutos Libres Utilizados";"15,82";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"05476";"Minutos Libres Utilizados";"87,52";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"50004";"Estab. Llamadas Minutos Libres Utilizados";"24";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"50019";"Minutos Libres Utilizados";"63,14";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"RMR18";"Mensajes Persona a Persona";"79";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693544";"05436";"Estab. Llamadas Minutos Libres Utilizados";"7,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693550";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693550";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693550";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693550";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693550";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693550";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693550";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693550";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"05475";"Minutos Libres Utilizados";",06";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"05436";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"SC025";"Mensajes Persona a Persona";"2";"1";",21";"1,21";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693584";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
